ID,作物名称,种质名称,科名,属名,种名或亚种名,来源地,原产国,原产省,原产地,资源类型,主要特性,生育周期,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,抗旱性鉴定结果,保存单位,保存资源类型,保存方式,实物状态,共享方式,获取途径,联系方式
YAAS0001,水稻,老造谷(一),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
YAAS0002,水稻,小白糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
YAAS0003,水稻,安南谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
YAAS0004,水稻,扎西玛(2),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,孟连县,地方品种,,一年生, 960, 9937,2220,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
YAAS0005,水稻,俄鼋各(接骨糯),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,西盟县,地方品种,,一年生,1940, 9927,2244,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0006,水稻,大香糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0007,水稻,大白糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0008,水稻,挫落谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0009,水稻,黄皮白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0010,水稻,紫糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0011,水稻,山罗平,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0012,水稻,毫解戛,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,景洪县,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0013,水稻,毫勐囡,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0014,水稻,毫磨牙,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,瑞丽县,地方品种,,一年生, 773, 9751,2401,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0015,水稻,大花壳,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0016,水稻,啊树谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0017,水稻,黄壳糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0018,水稻,毫勐旺,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,孟连县,地方品种,,一年生, 960, 9937,2220,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0019,水稻,毫冬囡,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0020,水稻,老造谷(一),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0021,水稻,紫谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0022,水稻,小芒种,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0023,水稻,红心糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0024,水稻,毫查坑,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,西盟县,地方品种,,一年生,1940, 9927,2244,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0025,水稻,毫糯好,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0026,水稻,毫动,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0027,水稻,大红谷(一),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0028,水稻,细谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0029,水稻,白高梁,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,澜沧县,地方品种,,一年生,1035, 9955,2233,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0030,水稻,毫转(二),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,孟连县,地方品种,,一年生, 960, 9937,2220,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0031,水稻,黑山谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0032,水稻,鸡血谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,澜沧县,地方品种,,一年生,1035, 9955,2233,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0033,水稻,冲腿,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,西盟县,地方品种,,一年生,1940, 9927,2244,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0034,水稻,细赤谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,普洱县,地方品种,,一年生,1320,10117,2302,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0035,水稻,小花糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0036,水稻,毫来麻薄(三),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,孟连县,地方品种,,一年生, 960, 9937,2220,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0037,水稻,白雾露谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0038,水稻,失名,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0039,水稻,黑节巴谷(二),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,江城县,地方品种,,一年生,1130,10152,2236,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0040,水稻,毫冷鼋,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,景洪县,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0041,水稻,旧地谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,普洱县,地方品种,,一年生,1320,10117,2302,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0042,水稻,接骨糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,澜沧县,地方品种,,一年生,1035, 9955,2233,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0043,水稻,长毛背子谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0044,水稻,陆曼亲,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0045,水稻,切些谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,景洪县,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0046,水稻,香紫糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,景洪县,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0047,水稻,造谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0048,水稻,毫闷俩,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0049,水稻,细老鸦翎,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,耿马县,地方品种,,一年生,1125, 9924,2332,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0050,水稻,红早糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0051,水稻,二早谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0052,水稻,毫糯浪,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,沧源县,地方品种,,一年生,1260, 9916,2309,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0053,水稻,背子谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0054,水稻,黑地糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,广南县,地方品种,,一年生,1450,10513,2412,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0055,水稻,安皮谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,镇康县,地方品种,,一年生, 920, 9858,2404,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0056,水稻,大白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0057,水稻,弯谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,开远市,地方品种,,一年生,1065,10315,2342,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0058,水稻,玉溪红谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,永德县,地方品种,,一年生,1580, 9915,2402,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0059,水稻,珍白18,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,西双版纳,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0060,水稻,红谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,景洪县,地方品种,,一年生, 551,10048,2200,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0061,水稻,毫母累一勐托,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0062,水稻,毫糯俩,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0063,水稻,干地谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,屏边县,地方品种,,一年生,1300,10341,2259,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0064,水稻,乌咀谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,屏边县,地方品种,,一年生,1300,10341,2259,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0065,水稻,九谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,屏边县,地方品种,,一年生,1300,10341,2259,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0066,水稻,毫海(四),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0067,水稻,石抽麻,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,盈江县,地方品种,,一年生, 820, 9756,2442,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0068,水稻,毫短,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,勐海县,地方品种,,一年生,1188,10025,2155,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0069,水稻,旱谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,开远市,地方品种,,一年生,1065,10315,2342,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0070,水稻,澜巴糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,墨江县,地方品种,,一年生,1310,10143,2326,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0071,水稻,冷糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,开远市,地方品种,,一年生,1065,10315,2342,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0072,水稻,毫安坝弄,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,沧源县,地方品种,,一年生,1260, 9916,2309,云南元江,砂壤,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0073,水稻,俄木南(本),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),云南昆明,中国,云南,沧源县,地方品种,,一年生,1260, 9916,2309,云南元江,砂壤,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0074,水稻,乐川谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),云南昆明,中国,云南,双江县,地方品种,,一年生,1070, 9948,2328,云南元江,砂壤,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,种子,库,好,合作研究,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
